
"\u201cDo u c that out there? The strange, unfamiliar lite? It\u2019s called the sun. Let\u2019s go get us a little.\u201d\nNora Roberts http://t.co/x6VgorHHIo", "-21.9403261731", "Tue May 19 12:03:58 +0000 2015", "iamsrk"
"http://t.co/OhBY7WfaWJ\nB a friend,role model 2 a child from Teach for India. Apply 2 b a mentor with Sam  Sam  Sam ", "0", "Tue May 19 09:35:27 +0000 2015", "iamsrk"
"Sam  yes MHN. Our version of an army haircut.", "0", "Tue May 19 01:57:08 +0000 2015", "iamsrk"
"Sam  I would go for regular Sam  Think it will suit me the best\u2026.", "0", "Tue May 19 01:22:28 +0000 2015", "iamsrk"
"Bak 2 Raees shoot. My director Rahul ( naam toh suna hoga) must be fuming for delay by more than hour. Will make up by working harder now!", "0", "Mon May 18 21:59:10 +0000 2015", "iamsrk"
"So nice to see so many ppl happy. Success has its own smile. My love and congratulations to each &amp; everyone from team Piku.", "71.3783915899", "Mon May 18 20:42:56 +0000 2015", "iamsrk"
"\u201cSam  https://t.co/jbd6YcGmJa\nSam  Sam  made an amazing mash-up of Chaiya Chaiya. How capital is this\u2026.enjoyed it.", "82.1710895364", "Mon May 18 13:56:18 +0000 2015", "iamsrk"
"I also hav a Room of Pain( a la 50 shades) but mine is filled with PS4 Pool Table Barbies Etch a Sketch Balloons &amp; Aibo\u2026not whips &amp; chains!", "0", "Mon May 18 11:21:54 +0000 2015", "iamsrk"
"Sam  I sing to girls because they r sweet &amp; kind. Tell him when he grows up be kind to girls &amp; lov them\u2026be gentle.", "67.0031048282", "Sun May 17 19:42:01 +0000 2015", "iamsrk"
"Ok then. Finally called for the shot. Knee paining so have to go &amp; rehearse my Garbha....all ye beautiful ppl Khuda Hafiz. &amp; smile a lot.", "-0.347823969151", "Sun May 17 19:38:56 +0000 2015", "iamsrk"
"Sam  girls", "0", "Sun May 17 19:35:40 +0000 2015", "iamsrk"
"Sam  my eyes are the windows to my soul....even through tinted glasses.", "0", "Sun May 17 19:35:17 +0000 2015", "iamsrk"
"Sam  get well soon", "0", "Sun May 17 19:34:04 +0000 2015", "iamsrk"
"Sam  I would love to have the power to sleep early in a night suit.", "72.4224562877", "Sun May 17 19:29:50 +0000 2015", "iamsrk"
"Sam  ok", "0", "Sun May 17 19:27:19 +0000 2015", "iamsrk"
"Sam  very very. Am glad I can be someone else everyday.", "70.9336851507", "Sun May 17 19:26:33 +0000 2015", "iamsrk"
"Sam  use to be Pluto....I loved the lil fella. But now has been banned!!!", "80.5340693105", "Sun May 17 19:23:36 +0000 2015", "iamsrk"
"Sam  as long as the film is being made.", "0", "Sun May 17 19:22:34 +0000 2015", "iamsrk"
"Sam  as a matter of fact...yes I am!!!", "0", "Sun May 17 19:21:42 +0000 2015", "iamsrk"
"Sam  oh come on. Hug", "0", "Sun May 17 19:21:15 +0000 2015", "iamsrk"
"Sam  no", "0", "Sun May 17 19:20:52 +0000 2015", "iamsrk"
"Sam  yes this one is soecial", "0", "Sun May 17 19:19:52 +0000 2015", "iamsrk"
"Sam  fav color. Fav dish. Relationship with Salman. Collection comparison. Fav heroine. Release date. Why u looked sad...tired. Etc", "-60.8584546664", "Sun May 17 19:18:47 +0000 2015", "iamsrk"
"Sam  mrs. Bala", "0", "Sun May 17 19:16:19 +0000 2015", "iamsrk"
"Sam  aryan suhana and AbRam", "0", "Sun May 17 19:14:28 +0000 2015", "iamsrk"
"Sam  no do I look the types to have conversations with imaginary friends!!!!", "0", "Sun May 17 19:14:00 +0000 2015", "iamsrk"
"Sam  I find it humbling and amazing.....", "0", "Sun May 17 19:13:00 +0000 2015", "iamsrk"
"Sam  personally I hate fresh....like being unkempt. But thank u", "-26.9637892709", "Sun May 17 19:12:18 +0000 2015", "iamsrk"
"Sam  love it", "80.5340693105", "Sun May 17 19:11:39 +0000 2015", "iamsrk"
"Sam  big hug", "0", "Sun May 17 19:11:21 +0000 2015", "iamsrk"
"Sam  my answer would make me pompous", "0", "Sun May 17 19:10:24 +0000 2015", "iamsrk"
"Sam  very low profile and ahy", "0", "Sun May 17 19:10:03 +0000 2015", "iamsrk"
"Sam   and my trainer would curse me for not getting a six pack!!!", "0", "Sun May 17 19:09:20 +0000 2015", "iamsrk"
"Sam  he is extremely hardworking and a professional. Has a great smile", "91.2686378779", "Sun May 17 19:06:22 +0000 2015", "iamsrk"
"Sam  loneliness of this profession .", "0", "Sun May 17 19:05:42 +0000 2015", "iamsrk"
"Sam  Delhi in me!!!", "0", "Sun May 17 19:03:25 +0000 2015", "iamsrk"
"Sam  I have a nice name though....but u call me wot u wish I have been called worse", "75.700031107", "Sun May 17 19:03:08 +0000 2015", "iamsrk"
"Sam  Family always", "0", "Sun May 17 19:02:33 +0000 2015", "iamsrk"
"Sam  Focus", "0", "Sun May 17 19:01:06 +0000 2015", "iamsrk"
"Sam  the time between the two....", "0", "Sun May 17 18:58:33 +0000 2015", "iamsrk"
"Sam  Kuch kuch hota hai....my dear friend and me after so many years. Will exchange lots of kid advice to each other.", "56.8579962053", "Sun May 17 18:56:49 +0000 2015", "iamsrk"
"Sam  my friend Hugh Jackman", "0", "Sun May 17 18:54:17 +0000 2015", "iamsrk"
"Sam  if I had spare time I would rule the world!!!", "0", "Sun May 17 18:53:04 +0000 2015", "iamsrk"
"Sam  rain gods are things if past and myth. We should hav made it by our own effort. Next year", "0", "Sun May 17 18:52:35 +0000 2015", "iamsrk"
"Sam  Navratilova Becker and Sania", "0", "Sun May 17 18:51:46 +0000 2015", "iamsrk"
"Sam  ok will figure this out", "0", "Sun May 17 18:50:45 +0000 2015", "iamsrk"
"Sam  nobody knows where Don is....if u find out let me know too", "0", "Sun May 17 18:50:31 +0000 2015", "iamsrk"
"Sam  white Pathani", "0", "Sun May 17 18:49:55 +0000 2015", "iamsrk"
"Sam  yes it does", "0", "Sun May 17 18:47:36 +0000 2015", "iamsrk"
"Sam  and yes I will say it on social media!!", "0", "Sun May 17 18:47:15 +0000 2015", "iamsrk"
"Sam  big hug", "0", "Sun May 17 18:46:36 +0000 2015", "iamsrk"
"Sam  hmmmmm.....hmmmmm", "0", "Sun May 17 18:45:27 +0000 2015", "iamsrk"
"Sam  welcome to the club", "75.700031107", "Sun May 17 18:44:24 +0000 2015", "iamsrk"
"Sam  my lips....", "0", "Sun May 17 18:44:08 +0000 2015", "iamsrk"
"Sam  practise...practise...ha ha", "0", "Sun May 17 18:43:21 +0000 2015", "iamsrk"
"Sam  my lil son loves cats though", "80.5340693105", "Sun May 17 18:42:54 +0000 2015", "iamsrk"
"Sam  no....sorry. I like dogs better", "85.1086586433", "Sun May 17 18:42:37 +0000 2015", "iamsrk"
"Sam  would be more straight forward and honest", "0", "Sun May 17 18:42:19 +0000 2015", "iamsrk"
"Sam  by first week of June", "0", "Sun May 17 18:41:44 +0000 2015", "iamsrk"
"Sam  made FAN the movie...my friend and director Manish.", "0", "Sun May 17 18:41:23 +0000 2015", "iamsrk"
"Sam  ha ha. Never thought of myself hot....hot headed yes but not hot", "0", "Sun May 17 18:39:51 +0000 2015", "iamsrk"
"Sam  ok love you too", "80.5340693105", "Sun May 17 18:39:14 +0000 2015", "iamsrk"
"Sam   yes absolutely", "0", "Sun May 17 18:37:09 +0000 2015", "iamsrk"
"Sam  Andre Russel and Pathan for me from KKR. Otherwise Starc and also Virat and Ajinkya....actually so many more", "0", "Sun May 17 18:36:57 +0000 2015", "iamsrk"
"Sam  no one percent are the repeaters....", "0", "Sun May 17 18:35:35 +0000 2015", "iamsrk"
"Sam  all well and healthy. Nobody with me now....as all are travelling", "0", "Sun May 17 18:34:37 +0000 2015", "iamsrk"
"Sam  I charge it with my eyes....", "0", "Sun May 17 18:33:55 +0000 2015", "iamsrk"
"Sam  Rahul Dholakia", "0", "Sun May 17 18:33:31 +0000 2015", "iamsrk"
"Ok cos I promised...#AskSrk is in for a few minutes", "0", "Sun May 17 18:31:40 +0000 2015", "iamsrk"
"Sorry #AskSrk interrupted. Director here discussing stuff", "-56.8579962053", "Sun May 17 17:39:25 +0000 2015", "iamsrk"
"Sam  already said...sad", "0", "Sun May 17 17:19:30 +0000 2015", "iamsrk"
"Sam  was very sweet and humble", "59.2750682587", "Sun May 17 17:19:11 +0000 2015", "iamsrk"
"Waiting for shot\u2026.ok let\u2019s do #AskSRK", "0", "Sun May 17 17:16:14 +0000 2015", "iamsrk"
"My hottest (with the heat &amp; humidity) accoutrement (lov the word) nowadays is my15 day beard. Itchita..itchita. http://t.co/Lp1B9mIjzB", "0", "Sun May 17 17:14:54 +0000 2015", "iamsrk"
"Sam  fly well and be healthy. Thank you. A big hug to the wife. Love you", "63.9452786513", "Sun May 17 17:07:01 +0000 2015", "iamsrk"
"Reprimanded by team,so again.Sam   thk u. Sorry had to leave. Sam  forgot to tell u abcd2 looks really cool &amp; energetic. ATB", "85.1086586433", "Sun May 17 12:07:46 +0000 2015", "iamsrk"
"And Sam  &amp; Sam  just to remind you\u2026.\u201cSir mat kaho\u2026bada  shareef sa lagta hai\u201d", "0", "Sun May 17 10:21:30 +0000 2015", "iamsrk"
"Sam  thank u. Sorry had to leave. And forgot to tell u ABCD2 looks really cool and energetic. All the best.", "81.4886134082", "Sun May 17 10:15:53 +0000 2015", "iamsrk"
"Sam  thank u. Sorry couldn\u2019t stay longer had to leave with baby. Next time we will spend some off cricket time. C u at shoot soon", "77.8685681732", "Sun May 17 10:14:32 +0000 2015", "iamsrk"
"Sam  ha ha thank you. Was trying to fix up a boys night with Boman and Abhishek. Let\u2019s meet as soon as my nite shoot gets over. Love", "65.3053616746", "Sun May 17 10:06:47 +0000 2015", "iamsrk"
"Sam  always\u2026.next time. Thank you and love. Let\u2019s meet when in Mumbai my friend.", "77.8685681732", "Sun May 17 05:47:16 +0000 2015", "iamsrk"
"He: We Won?\nMe: No Son.\nHe: Why Papa?\nMe: Wat Son! http://t.co/IMS4KgzF3x", "0", "Sun May 17 05:37:03 +0000 2015", "iamsrk"
"Sam  oh Shut Up!!!", "0", "Sat May 16 19:25:13 +0000 2015", "iamsrk"
"On behalf of KKR i promise to Kolkata, v will try harder to make you proud. Monsoon or Math is not the Mard thing to do\u2026next yr. Insha Allah", "0", "Sat May 16 19:11:07 +0000 2015", "iamsrk"
"&amp; thank you Varun Dhawan\u2026Kriti and Varun for turning up and supporting the team. Lov u &amp; sorry couldn\u2019t give you more reason to cheer.", "65.8239382177", "Sat May 16 18:54:27 +0000 2015", "iamsrk"
"My KKR team.Lov u.It\u2019s alrite 2 be a lil sad. Each 1 played like a champ bt sumtimes our best is not good enuff,as Genesis said,\u2018That\u2019s all\u2019", "-57.9211840744", "Sat May 16 18:50:31 +0000 2015", "iamsrk"
"Well tried KKR. Awesome display Rajasthan Royals. Absolutely deserving winners!!! And the best hospitality in any arena CCI\u2026thank u so much.", "79.4056733666", "Sat May 16 18:30:53 +0000 2015", "iamsrk"
"I wonder if v r conceived from emptiness or fulfillment, &amp; I wonder in fact, if they are both the same thing\u2026.(Somebody stop me &amp; my Gyaan!)", "0", "Sat May 16 08:42:46 +0000 2015", "iamsrk"
"Sam  hope you are well and happy\u2026.and high.", "73.3872661954", "Sat May 16 08:38:02 +0000 2015", "iamsrk"
"Sam  Kafka ko padha sakta hoon\u2026.ha ha", "0", "Fri May 15 12:32:28 +0000 2015", "iamsrk"
"All of us believers in magic, trapped in a world bewitched by the deceit of reality\u2026. http://t.co/j05fQxwOqI", "0", "Fri May 15 12:28:04 +0000 2015", "iamsrk"
"If I was allowed just the A &amp; B of life to choose from\u2026.I would take Acting and Babysitting. Baby\u2019s day out part 2", "0", "Fri May 15 09:39:31 +0000 2015", "iamsrk"
"http://t.co/FN1cOeVUNm", "0", "Thu May 14 20:21:13 +0000 2015", "iamsrk"
"Baby\u2019s day out as all out of city. AbRam &amp; Me all ready to cheer KKR\u2026.let\u2019s do this boys. All our love. Best of luck MI.", "85.1086586433", "Thu May 14 14:31:26 +0000 2015", "iamsrk"
"Sam  Ziynet I love you and will pray you get well soon.", "76.960667753", "Thu May 14 00:47:05 +0000 2015", "iamsrk"
"Whn u see ur own heading towards their eternal sleep, the fraility of life hits u square in the face &amp; ironically makes u lov life even more", "0", "Tue May 12 08:22:35 +0000 2015", "iamsrk"
"Sam  you have to be mad to have a big heart my big man. Love you. Kya baat hai bhai!!!!", "-1.04296059427", "Sat May 09 16:42:57 +0000 2015", "iamsrk"
"Koi NA koi kabhie na kabhie kuch NA kuch Karta hi hai\u2026.KKR\u2026KKR\u2026KKR\u2026Andre &amp; Yusuf r mad! &amp; Sunil is BACK!", "0", "Sat May 09 14:09:47 +0000 2015", "iamsrk"
"PIyush against Punjab is always a Pillager\u2026.always", "0", "Sat May 09 14:05:32 +0000 2015", "iamsrk"
"And my other boys\u2026.KKR\u2026go forth and flourish today. Best of luck &amp; welcome to our City KXIP\u2026. http://t.co/fpgEv46rR2", "80.4043448751", "Sat May 09 10:12:16 +0000 2015", "iamsrk"
"Maybe I couldn\u2019t be\u2026 but I hope I can raise them to be like my father. I miss him\u2026a day before Mother\u2019s Day. http://t.co/eACCDtJTFC", "0", "Sat May 09 10:10:09 +0000 2015", "iamsrk"
"Maybe I couldn\u2019t be\u2026 but I hope I can raise them to be like my father. I miss him\u2026a day before Mother\u2019s Day. http://t.co/eACCDtJTFC", "0", "Sat May 09 10:10:09 +0000 2015", "iamsrk"
"2. The truly brave r the ones who have feared all 4, experienced them &amp; realized being afraid was the only impediment to their living\u2026", "-48.5536071759", "Fri May 08 09:25:28 +0000 2015", "iamsrk"
"1. Living is best distinguished in levels of fear: fear of material loss, physical, emotional or spiritual loss (loss of our consciences).", "30.5340241414", "Fri May 08 09:24:11 +0000 2015", "iamsrk"
"And need to learn how to do the SRK pose from my boy Piyush Chawla after a wicket\u2026.awesome.", "0", "Thu May 07 18:30:23 +0000 2015", "iamsrk"
"Kolkata Knight Riders bring in the sunshine in the middle of the nite.Aazeen\u2019s birthday had to be celebrated with a win. Lov my boys of KKR!", "62.8014572518", "Thu May 07 18:29:12 +0000 2015", "iamsrk"
"Lessons from my littlest one\u2026\u201cJust because it\u2019s broken does not mean it\u2019s not beautiful\u2026.\u201d http://t.co/ypJRCSJCpe", "-4.05814974519", "Wed May 06 22:43:27 +0000 2015", "iamsrk"
"Sam   you are such a brilliant actor. Thank you for helping me and being such a wonderful sport. Honest learning immense from u!", "75.5264236057", "Tue May 05 18:57:39 +0000 2015", "iamsrk"
"Sam  thank you. Hope you are well my man", "75.6279171843", "Mon May 04 19:13:57 +0000 2015", "iamsrk"
"Thanx JayBhai for the Tom Davies bespoke for KKR. Reflections\u2026.. http://t.co/Wi0ohniqmz", "0", "Mon May 04 18:47:27 +0000 2015", "iamsrk"
"Sam  best of luck for yours too. Go well\u2026.go go go! Warner\u2026Karn( with an A less) Shikhar &amp; all ye wonderful players. Best of luck.", "78.6952885873", "Mon May 04 18:11:21 +0000 2015", "iamsrk"
"And Andre will come and tell you some stuff for the shoulder\u2026I have two of them  with screws!!", "0", "Mon May 04 18:02:37 +0000 2015", "iamsrk"
"V R THE TEAM. Lov u. kkkkkKKR &amp; kkkkkKolkata! The stammer is back!!!! &amp; so r the boys. C\u2019ing Hogg &amp; Botha I feel even younger. &amp; Umesh wow!", "67.4539219424", "Mon May 04 18:01:42 +0000 2015", "iamsrk"
"Sam  give your mom my love. Tell her I wished her health and happiness.", "0", "Mon May 04 08:43:13 +0000 2015", "iamsrk"
"Sam  absolutely\u2026no touching that.   Hype had given me Hope but not tough enough.", "0", "Sun May 03 05:28:31 +0000 2015", "iamsrk"
"Money Fights Money. Pacquiao &amp; Mayweather. Been yrs since such excitement for a fight maybe Tyson v Holyfield. Early Sunday totally worth it", "79.2335204294", "Sun May 03 03:40:00 +0000 2015", "iamsrk"
"That crucial time of nite when u hope the littlest 1 is awake &amp; shouts out \u2018YAY KKR\u2019, when I reach home. An age where losing is not a loss!", "-44.3650591758", "Sat May 02 17:30:32 +0000 2015", "iamsrk"
"Raees shoot going great,smiles all around. &amp; main apne dukh ko doobane ke liye gym jaata hoon &amp; get into this body\u2026 http://t.co/enZgMcysYv", "0", "Sat May 02 17:16:42 +0000 2015", "iamsrk"
"Congrats RCB &amp; Virat. Heartbreaking loss but 1 team has to win, am glad it was urs.My KKR damn proud that all of us r chipping in. Awesome!", "14.7978427255", "Sat May 02 17:09:44 +0000 2015", "iamsrk"
"Sam  please tell me exact time that I have to wake up to see the fight.", "0", "Sat May 02 09:25:43 +0000 2015", "iamsrk"
"Take a breath close your eyes wherever you are\u2026.desist mediocrity &amp; then promise urself that u will move forward\u2026Ad infinitum\u2026", "0", "Sat May 02 05:03:41 +0000 2015", "iamsrk"
"Sisters r so sweet.I asked mine if she remembers if I looked like lil AbRam.She said \u201cNOO!!U were very handsome\u201d haha http://t.co/tnlbVnFrvD", "85.1086586433", "Fri May 01 09:04:32 +0000 2015", "iamsrk"
"KKR batting. Last two balls. 1 run to win. &amp; commentator says now batsman should get out! Without any malice I want to say \u201c I hate u sir!\u201d", "-87.486231395", "Thu Apr 30 18:26:30 +0000 2015", "iamsrk"
"Thx for the return gift B\u2019Day boy, Andre. Robin the Batman,u rule the city!Hogg,how young r u? My boys Manish &amp; Surya lov u. Nxt 1 kill them", "-71.7668773697", "Thu Apr 30 18:19:40 +0000 2015", "iamsrk"
"Sometimes reading the views about myself &amp; my doings,  on Twitter makes me realise, how little I know about myself!", "0", "Wed Apr 29 22:43:04 +0000 2015", "iamsrk"
"Best way to deal with your inner demons is to work out in the middle of the night, push them out of ur pores &amp; hope they drown in ur sweat\u2026", "75.700031107", "Tue Apr 28 21:24:32 +0000 2015", "iamsrk"
"CSK played like the champs they are. Extremely deserving victors. We need to believe/play harder. Insha Allah. Nikal gayi  Chennai Express\u2026", "87.3711469198", "Tue Apr 28 18:12:58 +0000 2015", "iamsrk"
"KKR ticket khareed ke baith jaa seat pe\u2026.\u2018atop\u2019 the Chennai Express. All the best to CSK &amp; KKR. The strength of each player is the team.", "0", "Tue Apr 28 14:25:08 +0000 2015", "iamsrk"
"Refunds for the #KKRvsRR match will be done from the KKR ticket box office at Mohammedan sporting grounds between 29th April to 5th May.\u201d", "0", "Tue Apr 28 10:18:19 +0000 2015", "iamsrk"
"A day filled with \u2018childrenness\u2019 makes me want to have many more positive dreams. http://t.co/yMtGU4tYBO", "92.1824514157", "Mon Apr 27 21:50:28 +0000 2015", "iamsrk"
"Rain Rain go go away\u2026so all in Eden can play\u2026and the Eden audience\u2026thank you for your patience.", "0", "Sun Apr 26 12:22:37 +0000 2015", "iamsrk"
"The Dilwale Drift. Rohit starts on the road to Christmas\u2026can\u2019t wait to join soon. https://t.co/q3fOpTvotr", "0", "Sun Apr 26 06:57:29 +0000 2015", "iamsrk"
"\u201cSam  Sam  please watch https://t.co/eCaQzaJvuG\u201d thank you Turkey", "62.8014572518", "Sun Apr 26 06:41:56 +0000 2015", "iamsrk"
"\u201cSam  We\u2019ve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake\u2014&gt;http://t.co/R0XUNuoxj4\u201d", "0", "Sat Apr 25 09:03:39 +0000 2015", "iamsrk"
"May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.\nhttp://t.co/PzZKBADMbD\u201d", "0", "Sat Apr 25 09:02:53 +0000 2015", "iamsrk"
